Card Name,Front Face Name,Color,Color Code,Color Identity,Mana Cost,Mana Value,Rarity,Card Type,Cast Bucket,Required Colors,Hybrid Colors,Archetype Size Min,Archetypes,J2SJosh Rating,Rating Note,Second Half,Second Half Cost,Layout,Scryfall URL,Image URL,Collector Number
"Emrakul, the Exigent Doom","Emrakul, the Exigent Doom",Colorless,C,C,{10},10,Mythic,Legendary Creature — Eldrazi,Colorless,,,0,|White||Blue||Black||Red||Green||White/Blue||White/Black||White/Red||White/Green||Blue/Black||Blue/Red||Blue/Green||Black/Red||Black/Green||Red/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137,1
"Jiang Yanggu, Never Alone","Jiang Yanggu, Never Alone",Green,G,G,{3}{G},4,Uncommon,Legendary Creature — Human Druid,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.5,,,,normal,https://scryfall.com/card/fra/261/jiang-yanggu-never-alone,https://cards.scryfall.io/normal/front/f/5/f5a0bb3e-8119-4739-8684-e61d1d607dcb.jpg?1789014406,261
"Loot, the Nexus","Loot, the Nexus",Green,G,G,{2}{G},3,Uncommon,Legendary Creature — Beast Noble,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/262/loot-the-nexus,https://cards.scryfall.io/normal/front/3/c/3cfa4fc6-4d90-4576-a83f-6496c7f21104.jpg?1789614764,262
"Marwyn, the Preserver","Marwyn, the Preserver",Green,G,G,{1}{G},2,Uncommon,Legendary Creature — Elf Druid,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/263/marwyn-the-preserver,https://cards.scryfall.io/normal/front/9/0/90f33f99-7bc5-42e1-815e-bfb4c2b74107.jpg?1789644564,263
"Pia, Aether Ascetic","Pia, Aether Ascetic",Green,G,G,{2}{G},3,Uncommon,Legendary Creature — Human Druid,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/264/pia-aether-ascetic,https://cards.scryfall.io/normal/front/f/f/ff0bc30f-9d20-458e-808f-bdc2825905a5.jpg?1789387120,264
"Ruric Thar, Magecrusher","Ruric Thar, Magecrusher",Green,G,G,{5}{G}{G},7,Uncommon,Legendary Creature — Ogre Warrior,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/265/ruric-thar-magecrusher,https://cards.scryfall.io/normal/front/e/e/eed83302-dc2c-45f4-a4bd-af9da51edef5.jpg?1789358701,265
"Titanbones, Towering Heart","Titanbones, Towering Heart",Green,G,G,{3}{G},4,Uncommon,Legendary Creature — Skeleton Druid,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/266/titanbones-towering-heart,https://cards.scryfall.io/normal/front/e/d/edea6f70-a5a7-475d-b7f2-97933d0f32cf.jpg?1788329375,266
Way of the Paradox,Way of the Paradox,Green,G,G,{2}{G},3,Uncommon,Legendary Enchantment,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/267/way-of-the-paradox,https://cards.scryfall.io/normal/front/9/8/98dc5470-507a-4364-8480-42607255e56c.jpg?1789729606,267
Way of the Wildspeaker,Way of the Wildspeaker,Green,G,G,{4}{G},5,Uncommon,Legendary Enchantment,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.5,,,,normal,https://scryfall.com/card/fra/268/way-of-the-wildspeaker,https://cards.scryfall.io/normal/front/a/2/a252cb01-537b-4afe-9abc-81a98c4a1439.jpg?1789729602,268
"Yoshimaru, Scrappy Stray","Yoshimaru, Scrappy Stray",Green,G,G,{1}{G},2,Uncommon,Legendary Creature — Dog,Mono Green,G,,1,|Green||White/Green||Blue/Green||Black/Green||Red/Green||White/Blue/Green||White/Black/Green||White/Red/Green||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.5,,,,normal,https://scryfall.com/card/fra/269/yoshimaru-scrappy-stray,https://cards.scryfall.io/normal/front/b/8/b8dfd087-2434-42c6-ac4c-1decbcdde2db.jpg?1789470909,269
"Edgar, Ancient Bloodlord","Edgar, Ancient Bloodlord",Multicolor (White/Black),WB,WB,{W}{B},2,Uncommon,Legendary Creature — Vampire Noble,Gold White/Black,WB,,2,|White/Black||White/Blue/Black||White/Black/Red||White/Black/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/270/edgar-ancient-bloodlord,https://cards.scryfall.io/normal/front/7/c/7c619fed-2394-4efc-8cdc-6df5f51c1f57.jpg?1789127743,270
"Hapatra, the Desert Fang","Hapatra, the Desert Fang",Multicolor (Black/Green),BG,BG,{2}{B}{B}{G},5,Uncommon,Legendary Creature — Human Cleric,Gold Black/Green,BG,,2,|Black/Green||White/Black/Green||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,3.5,,,,normal,https://scryfall.com/card/fra/271/hapatra-the-desert-fang,https://cards.scryfall.io/normal/front/c/f/cf7c1534-af41-4991-b3c3-f0a34ae330b5.jpg?1789385991,271
"Karn, Gilded Guardian","Karn, Gilded Guardian",Multicolor (White/Blue/Black/Red/Green),WUBRG,WUBRG,{2/W}{2/U}{2/B}{2/R}{2/G},10,Rare,Legendary Artifact Creature — Golem,Colorless,,,0,|White||Blue||Black||Red||Green||White/Blue||White/Black||White/Red||White/Green||Blue/Black||Blue/Red||Blue/Green||Black/Red||Black/Green||Red/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.5,,,,normal,https://scryfall.com/card/fra/272/karn-gilded-guardian,https://cards.scryfall.io/normal/front/3/a/3abcae65-5b21-4c98-adad-34b8bc76ea3a.jpg?1789014541,272
Kiora of Salt and Sand,Kiora of Salt and Sand,Multicolor (Blue/Green),UG,UG,{1}{G}{U},3,Uncommon,Legendary Creature — Merfolk Noble,Gold Blue/Green,UG,,2,|Blue/Green||White/Blue/Green||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/273/kiora-of-salt-and-sand,https://cards.scryfall.io/normal/front/8/1/8151f5f5-e9f6-4fbe-b543-f456ebf22aa5.jpg?1789127745,273
"Mabel, Valley Hero","Mabel, Valley Hero",Multicolor (White/Red),WR,WR,{1}{R}{W},3,Uncommon,Legendary Creature — Mouse Soldier,Gold White/Red,WR,,2,|White/Red||White/Blue/Red||White/Black/Red||White/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||White/Black/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/274/mabel-valley-hero,https://cards.scryfall.io/normal/front/4/7/47abea4b-9848-48aa-bc1b-f04f4799e920.jpg?1790135467,274
"Saheeli, Jewel of Avishkar","Saheeli, Jewel of Avishkar",Multicolor (Blue/Red),UR,UR,{2}{U}{R},4,Uncommon,Legendary Creature — Human Artificer,Gold Blue/Red,UR,,2,|Blue/Red||White/Blue/Red||Blue/Black/Red||Blue/Red/Green||White/Blue/Black/Red||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,4.0,,,,normal,https://scryfall.com/card/fra/275/saheeli-jewel-of-avishkar,https://cards.scryfall.io/normal/front/2/8/28d84ef6-e190-46d4-882d-1cea5e111e2a.jpg?1789644883,275
"Tam, the Possibility","Tam, the Possibility",Multicolor (Blue/Green),UG,WUBRG,{1}{G}{U},3,Rare,Legendary Creature — Gorgon Wizard,Gold Blue/Green,UG,,2,|Blue/Green||White/Blue/Green||Blue/Black/Green||Blue/Red/Green||White/Blue/Black/Green||White/Blue/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.0,,,,normal,https://scryfall.com/card/fra/276/tam-the-possibility,https://cards.scryfall.io/normal/front/6/5/6529d399-677e-45a6-ac3e-12a0b10f6c37.jpg?1789644886,276
"Vraska, Soul of Stone","Vraska, Soul of Stone",Multicolor (White/Blue/Red),WUR,WUR,{U}{R}{W},3,Rare,Legendary Creature — Gorgon Wizard,Gold White/Blue/Red,WUR,,3,|White/Blue/Red||White/Blue/Black/Red||White/Blue/Red/Green||White/Blue/Black/Red/Green|,3.0,,,,normal,https://scryfall.com/card/fra/277/vraska-soul-of-stone,https://cards.scryfall.io/normal/front/f/3/f3869752-eade-4e7a-8dd1-68cafb9e10be.jpg?1789128008,277
"Vraska, the Cutting Glare","Vraska, the Cutting Glare",Multicolor (Black/Green),BG,BG,{B}{B}{G},3,Rare,Legendary Creature — Gorgon Assassin,Gold Black/Green,BG,,2,|Black/Green||White/Black/Green||Blue/Black/Green||Black/Red/Green||White/Blue/Black/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,4.0,,,,normal,https://scryfall.com/card/fra/278/vraska-the-cutting-glare,https://cards.scryfall.io/normal/front/5/c/5c28b012-5efb-488f-a1c1-09e2dddfd6ee.jpg?1789127776,278
"Karn, Argent Defender","Karn, Argent Defender",Colorless,C,C,{2},2,Rare,Legendary Artifact Creature — Golem,Colorless,,,0,|White||Blue||Black||Red||Green||White/Blue||White/Black||White/Red||White/Green||Blue/Black||Blue/Red||Blue/Green||Black/Red||Black/Green||Red/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,1.0,,,,normal,https://scryfall.com/card/fra/279/karn-argent-defender,https://cards.scryfall.io/normal/front/1/e/1ebbbddb-2dc3-4194-b72b-13bcebe2ab89.jpg?1788878301,279
"Traxos, Scourge Eternal","Traxos, Scourge Eternal",Colorless,C,C,{4},4,Uncommon,Legendary Artifact Creature — Dragon Construct,Colorless,,,0,|White||Blue||Black||Red||Green||White/Blue||White/Black||White/Red||White/Green||Blue/Black||Blue/Red||Blue/Green||Black/Red||Black/Green||Red/Green||White/Blue/Black||White/Blue/Red||White/Blue/Green||White/Black/Red||White/Black/Green||White/Red/Green||Blue/Black/Red||Blue/Black/Green||Blue/Red/Green||Black/Red/Green||White/Blue/Black/Red||White/Blue/Black/Green||White/Blue/Red/Green||White/Black/Red/Green||Blue/Black/Red/Green||White/Blue/Black/Red/Green|,2.0,,,,normal,https://scryfall.com/card/fra/280/traxos-scourge-eternal,https://cards.scryfall.io/normal/front/0/5/05102c46-96f8-44a0-a1e6-e388fa5e0841.jpg?1789557046,280
