Card Name,Front Face Name,Color,Color Code,Color Identity,Mana Cost,Mana Value,Rarity,Card Type,Power,Toughness,Loyalty,Layout,Second Half,Second Half Cost,Second Half Type,J2SJosh Rating,Rating Note,J2SJosh Commentary,Source Section,Source Article,Collector Number,Scryfall URL,Image URL,Scryfall ID
Konstrari Annex,Konstrari Annex,Colorless,C,RG,,0,Common,Land,,,,normal,,,,2.5,Group rating for 'Planeswalker Lands',"By now, you already know the value of a dual land in Limited. If it’s in your colors or helps enable a splash, you’re taking it over random filler while still passing it for anything actually strong.

Normally, requiring a planeswalker to be untapped would make the extra ability pretty unreliable. In Reality Fracture, though, that hurdle is about as low as it gets thanks to Empower Jace giving almost every deck access to a planeswalker.

That makes these a little more than your average fixing lands, even if you still shouldn’t be taking them over real power.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,183,https://scryfall.com/card/fra/183/konstrari-annex,https://cards.scryfall.io/normal/front/3/9/39c805e3-82cd-42a9-80fe-8d81712a94ea.jpg?1789556993,39c805e3-82cd-42a9-80fe-8d81712a94ea
Meticulous Commons,Meticulous Commons,Colorless,C,WB,,0,Common,Land,,,,normal,,,,2.5,Group rating for 'Planeswalker Lands',"By now, you already know the value of a dual land in Limited. If it’s in your colors or helps enable a splash, you’re taking it over random filler while still passing it for anything actually strong.

Normally, requiring a planeswalker to be untapped would make the extra ability pretty unreliable. In Reality Fracture, though, that hurdle is about as low as it gets thanks to Empower Jace giving almost every deck access to a planeswalker.

That makes these a little more than your average fixing lands, even if you still shouldn’t be taking them over real power.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,184,https://scryfall.com/card/fra/184/meticulous-commons,https://cards.scryfall.io/normal/front/9/3/93ac525e-1919-43dd-aba4-073b7e4c1768.jpg?1789557002,93ac525e-1919-43dd-aba4-073b7e4c1768
Overgrown Farmland,Overgrown Farmland,Colorless,C,WG,,0,Rare,Land,,,,normal,,,,3.0,Group rating for 'Rare Slow Lands',"These are going to enter untapped pretty reliably once you’re past the first couple of turns.

Even on turn one, the downside is barely a downside because most Limited decks aren’t exactly overflowing with one-drops they’re desperate to cast.

Good fixing with very little real cost attached is always something I’m happy to pick up, especially if it helps support a splash.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,185,https://scryfall.com/card/fra/185/overgrown-farmland,https://cards.scryfall.io/normal/front/1/7/178e61e4-472f-42cd-9d3b-4880c2acc527.jpg?1788878246,178e61e4-472f-42cd-9d3b-4880c2acc527
Rockfall Vale,Rockfall Vale,Colorless,C,RG,,0,Rare,Land,,,,normal,,,,3.0,Group rating for 'Rare Slow Lands',"These are going to enter untapped pretty reliably once you’re past the first couple of turns.

Even on turn one, the downside is barely a downside because most Limited decks aren’t exactly overflowing with one-drops they’re desperate to cast.

Good fixing with very little real cost attached is always something I’m happy to pick up, especially if it helps support a splash.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,186,https://scryfall.com/card/fra/186/rockfall-vale,https://cards.scryfall.io/normal/front/e/3/e3c8a8b6-23ba-45ad-80d1-8e2dc79897f7.jpg?1788878243,e3c8a8b6-23ba-45ad-80d1-8e2dc79897f7
Roiling Canopy,Roiling Canopy,Colorless,C,G,,0,Rare,Land,,,,normal,,,,0.5,,"If you’re mono-green, then sure, go nuts.

Outside of that, this just isn’t doing enough to justify entering tapped. Even in a normal two-color deck, you’re probably only sitting on around seven Forests once you count this as one of your green sources and factor in a random dual land.

That means the payoff is going to be way less reliable than it looks.

Mono-green can have its fun. Everyone else should probably leave this one in the binder.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,187,https://scryfall.com/card/fra/187/roiling-canopy,https://cards.scryfall.io/normal/front/d/b/db61361b-bd12-453e-abc2-bbe09b66e3d9.jpg?1789514074,db61361b-bd12-453e-abc2-bbe09b66e3d9
Room of Refuge,Room of Refuge,Colorless,C,C,,0,Common,Land,,,,normal,,,,2.5,,"This is the Room of Refuge, not refuse, because it’s pretty far from garbage.

Functionally, it fills a lot of the same role as Evolving Wilds by entering tapped and fixing your mana. The big difference is that you don’t actually need to have a basic of the splash color sitting in your deck, which can matter in some weird corner cases.

It also has the upside of eventually turning into a couple of +1/+1 counters instead of just being a land forever.

It’s not technically a dual land, but I think there’s a pretty legitimate debate over which one you’d rather have.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,188,https://scryfall.com/card/fra/188/room-of-refuge,https://cards.scryfall.io/normal/front/9/a/9a467560-6676-4fc2-9400-768a79650aa4.jpg?1789557010,9a467560-6676-4fc2-9400-768a79650aa4
Shipwreck Marsh,Shipwreck Marsh,Colorless,C,UB,,0,Rare,Land,,,,normal,,,,3.0,Group rating for 'Rare Slow Lands',"These are going to enter untapped pretty reliably once you’re past the first couple of turns.

Even on turn one, the downside is barely a downside because most Limited decks aren’t exactly overflowing with one-drops they’re desperate to cast.

Good fixing with very little real cost attached is always something I’m happy to pick up, especially if it helps support a splash.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,189,https://scryfall.com/card/fra/189/shipwreck-marsh,https://cards.scryfall.io/normal/front/9/e/9e944c5b-68ac-4a30-bbd4-09a4288319ce.jpg?1788878245,9e944c5b-68ac-4a30-bbd4-09a4288319ce
Stingerquill Annex,Stingerquill Annex,Colorless,C,BR,,0,Common,Land,,,,normal,,,,2.5,Group rating for 'Planeswalker Lands',"By now, you already know the value of a dual land in Limited. If it’s in your colors or helps enable a splash, you’re taking it over random filler while still passing it for anything actually strong.

Normally, requiring a planeswalker to be untapped would make the extra ability pretty unreliable. In Reality Fracture, though, that hurdle is about as low as it gets thanks to Empower Jace giving almost every deck access to a planeswalker.

That makes these a little more than your average fixing lands, even if you still shouldn’t be taking them over real power.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,190,https://scryfall.com/card/fra/190/stingerquill-annex,https://cards.scryfall.io/normal/front/6/e/6ede3143-69ac-4cbe-922a-d25b07c26da7.jpg?1789557046,6ede3143-69ac-4cbe-922a-d25b07c26da7
Theorist's Sanctum,Theorist's Sanctum,Colorless,C,U,,0,Rare,Land — Island,,,,normal,,,,3.5,,"Beholding Jace is a pretty small ask in a set that has his fingerprints all over basically everything.

That makes this fairly close to an Island with a very real upside attached. Once it’s online, you can keep squeezing extra value out of your land slot by Empowering Jace turn after turn.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,191,https://scryfall.com/card/fra/191/theorists-sanctum,https://cards.scryfall.io/normal/front/2/2/22db5bba-46c9-4a26-821d-303ddb386ea4.jpg?1788878256,22db5bba-46c9-4a26-821d-303ddb386ea4
Theorix Annex,Theorix Annex,Colorless,C,UB,,0,Common,Land,,,,normal,,,,2.5,Group rating for 'Planeswalker Lands',"By now, you already know the value of a dual land in Limited. If it’s in your colors or helps enable a splash, you’re taking it over random filler while still passing it for anything actually strong.

Normally, requiring a planeswalker to be untapped would make the extra ability pretty unreliable. In Reality Fracture, though, that hurdle is about as low as it gets thanks to Empower Jace giving almost every deck access to a planeswalker.

That makes these a little more than your average fixing lands, even if you still shouldn’t be taking them over real power.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,192,https://scryfall.com/card/fra/192/theorix-annex,https://cards.scryfall.io/normal/front/9/7/97bbbd23-ecb1-4407-ac14-dede08532a1e.jpg?1789557008,97bbbd23-ecb1-4407-ac14-dede08532a1e
Transformative Commons,Transformative Commons,Colorless,C,UG,,0,Common,Land,,,,normal,,,,2.5,Group rating for 'Planeswalker Lands',"By now, you already know the value of a dual land in Limited. If it’s in your colors or helps enable a splash, you’re taking it over random filler while still passing it for anything actually strong.

Normally, requiring a planeswalker to be untapped would make the extra ability pretty unreliable. In Reality Fracture, though, that hurdle is about as low as it gets thanks to Empower Jace giving almost every deck access to a planeswalker.

That makes these a little more than your average fixing lands, even if you still shouldn’t be taking them over real power.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,193,https://scryfall.com/card/fra/193/transformative-commons,https://cards.scryfall.io/normal/front/b/5/b57d5be7-3157-4b49-aeb8-d7368ca7e9dd.jpg?1789557014,b57d5be7-3157-4b49-aeb8-d7368ca7e9dd
Vigorbloom Annex,Vigorbloom Annex,Colorless,C,WG,,0,Common,Land,,,,normal,,,,2.5,Group rating for 'Planeswalker Lands',"By now, you already know the value of a dual land in Limited. If it’s in your colors or helps enable a splash, you’re taking it over random filler while still passing it for anything actually strong.

Normally, requiring a planeswalker to be untapped would make the extra ability pretty unreliable. In Reality Fracture, though, that hurdle is about as low as it gets thanks to Empower Jace giving almost every deck access to a planeswalker.

That makes these a little more than your average fixing lands, even if you still shouldn’t be taking them over real power.",Artifacts and Lands,https://mtgazone.com/reality-fracture-fra-limited-set-review-artifacts-and-lands/,194,https://scryfall.com/card/fra/194/vigorbloom-annex,https://cards.scryfall.io/normal/front/d/b/db8c7bdd-76cd-4be0-ae0d-d430e9a5fe7a.jpg?1789557019,db8c7bdd-76cd-4be0-ae0d-d430e9a5fe7a
Ajani Resolute,Ajani Resolute,White,W,W,{1}{W},2,Mythic,Legendary Planeswalker — Ajani,,,2,normal,,,,3.5,,"Two-mana planeswalkers are always a dangerous design space, even in Constructed, so seeing one show up in Limited immediately gets my attention.

Thankfully, Ajani isn’t going to protect himself very well right away unless you already have another source of life gain. That means a turn-two Ajani on the play is certainly scary, but it’s not an automatic “well, I guess this game is over” moment.

The ultimate also isn’t quite game-ending, and actually getting there in Limited is going to be significantly harder unless your draft comes together perfectly.

Still, this is potentially a very powerful card for only two mana.",White,https://mtgazone.com/reality-fracture-fra-limited-set-review-white/,195,https://scryfall.com/card/fra/195/ajani-resolute,https://cards.scryfall.io/normal/front/a/5/a5e1a7dd-8c49-4435-935c-bcc78704082b.jpg?1788329189,a5e1a7dd-8c49-4435-935c-bcc78704082b
"Danitha, Sword of Hope","Danitha, Sword of Hope",White,W,W,{2}{W},3,Uncommon,Legendary Creature — Human Knight,2,2,,normal,,,,2.5,,"There’s a pretty large delta on this card because it can be almost unplayable if your deck doesn’t properly support it. You really want a healthy number of cheap Equipment, Auras, combat tricks, and other spells that target your own creatures. If you can consistently trigger Danitha without going out of your way, she can turn those cards into an excellent card advantage engine without costing you much tempo.

If you only have a couple ways to trigger her, though, you’re basically looking at a 2/2 first striker for three. This is one of those cards where the rating is going to depend heavily on the deck around it. You’re going to have to make the call on which version of Danitha you’re actually getting.",White,https://mtgazone.com/reality-fracture-fra-limited-set-review-white/,196,https://scryfall.com/card/fra/196/danitha-sword-of-hope,https://cards.scryfall.io/normal/front/d/5/d5cb9810-3c2d-4ae4-b8b6-0155ca3f47ad.jpg?1789127178,d5cb9810-3c2d-4ae4-b8b6-0155ca3f47ad
